age,YOE,college_bool,uni_tier,industry,sector,valuation,growth_rate,funding_round,investor_no,good_fit_bool,acquisition_chance,failure_chance,exit_amt,exit_time_period_yrs,potential_TAM,2x_prob_1yr,2x_prob_5yr,10x_prob_1yr,10x_prob_5yr
65,8,true,1,Telecommunications Equipment,Technology,16751509,71,4,8,false,57,10,56912372,3,90434879,16,79,6,92
19,11,true,1,Computer Software: Prepackaged Software,Technology,37109366,56,1,6,true,7,35,92705518,4,57110162,76,73,35,31
18,17,true,1,Business Services,Miscellaneous,32466657,40,2,1,true,21,11,11422861,5,61070585,67,65,11,38
37,16,false,2,Auto Parts:O.E.M.,Capital Goods,48957340,100,4,10,false,68,17,38359286,5,47618490,82,61,20,7
37,15,true,2,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,23315372,65,4,3,false,59,29,47638775,4,38501601,22,75,13,59
25,18,false,3,n/a,n/a,34572248,20,1,2,false,11,13,47199265,5,62484776,39,48,40,87
36,15,false,3,Restaurants,Consumer Services,47758244,37,2,5,true,42,34,9149723,4,86797212,10,44,43,29
51,6,true,2,n/a,n/a,43929273,19,4,4,false,53,3,18670750,4,80507351,1,62,19,81
71,0,false,3,Major Banks,Finance,13063760,40,2,1,false,63,34,57873276,4,41299445,14,30,29,86
53,7,false,1,Major Banks,Finance,9135804,92,3,8,true,37,35,81881197,4,81348571,41,91,44,24
69,1,false,2,Real Estate Investment Trusts,Consumer Services,22218282,74,4,9,false,47,24,12078448,5,38456560,85,74,45,24
49,0,false,3,Industrial Machinery/Components,Capital Goods,19296471,78,2,0,true,64,29,79845152,3,57071740,82,77,11,44
42,13,false,1,Major Banks,Finance,15652079,2,4,1,true,64,3,97036140,3,87557597,46,75,34,60
19,10,false,3,n/a,n/a,22074583,84,3,9,true,27,30,96192152,5,89483494,38,34,44,37
56,16,true,1,n/a,n/a,33465072,16,4,0,true,29,7,83633196,4,63679426,53,92,25,82
36,11,true,2,Power Generation,Public Utilities,26968129,68,2,7,true,63,5,33811206,5,34377131,57,81,7,66
63,12,true,2,Industrial Machinery/Components,Energy,35896643,18,4,8,true,14,30,92754577,5,9819117,22,88,24,91
47,20,false,2,Environmental Services,Basic Industries,13359344,67,1,4,false,29,2,49356095,4,37902374,48,36,33,45
74,20,false,3,n/a,n/a,22818896,68,2,4,false,4,22,42791849,3,20647166,56,70,8,11
48,2,true,3,Major Pharmaceuticals,Health Care,33135025,14,4,2,true,5,22,2641562,3,23338579,66,54,25,76
23,6,true,3,Rental/Leasing Companies,Consumer Services,29826661,92,4,9,false,41,33,17838708,5,91985981,40,33,28,90
58,12,true,2,Meat/Poultry/Fish,Consumer Non-Durables,5680079,68,3,3,true,66,7,15734240,4,4791951,16,72,35,79
64,13,false,3,Commercial Banks,Finance,35756626,5,4,5,false,52,32,61171643,4,64982965,32,60,20,83
37,4,true,2,n/a,n/a,44317981,9,1,4,true,61,35,73698397,3,71644405,86,36,20,52
29,2,false,2,Major Banks,Finance,12504278,99,3,10,false,24,25,66902102,3,17610035,8,56,32,60
53,10,false,1,Construction/Ag Equipment/Trucks,Capital Goods,40377605,19,1,6,true,57,29,69287696,4,16580580,74,82,38,89
27,12,true,1,Trucking Freight/Courier Services,Transportation,12666661,100,1,1,false,1,35,63513552,3,2608292,15,100,44,92
53,15,true,1,n/a,n/a,937393,73,1,0,false,60,22,63665809,3,97778025,42,63,8,7
40,3,true,2,n/a,n/a,18624291,50,1,1,false,61,8,89040782,3,15054923,56,61,28,54
30,9,false,2,Trucking Freight/Courier Services,Transportation,4382119,4,3,10,false,20,19,1191046,3,54078510,50,84,31,15
65,10,true,1,Industrial Machinery/Components,Energy,13307130,98,4,2,true,39,13,24977238,4,11515669,18,55,23,76
73,20,true,2,Oil & Gas Production,Energy,2187137,49,3,9,false,10,13,17806378,3,64057529,30,32,30,26
65,0,false,2,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,3735825,58,3,0,true,63,28,8507292,5,80816195,56,32,7,65
61,19,true,2,n/a,n/a,38620454,42,1,3,true,41,21,74424891,5,70429740,74,31,29,45
19,11,false,1,Telecommunications Equipment,Consumer Services,13072736,70,4,9,true,13,19,31496659,4,22168502,44,85,10,93
38,18,true,1,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,41645048,66,1,7,true,24,4,49382486,5,18072038,93,75,20,38
34,0,false,3,Savings Institutions,Finance,46358842,10,3,4,true,62,3,34797242,3,77113458,3,95,19,24
47,8,false,1,Restaurants,Consumer Services,34535490,34,2,7,false,67,32,12943547,5,51825464,39,33,21,54
61,10,false,2,Industrial Machinery/Components,Capital Goods,13783234,47,1,0,false,36,4,85214157,4,41410363,10,49,7,22
48,16,false,3,Trucking Freight/Courier Services,Transportation,9461910,85,2,3,true,41,6,35432578,5,81117982,30,95,39,95
20,8,true,2,Business Services,Miscellaneous,19956625,51,4,2,false,23,25,61890038,3,2774303,70,56,44,22
21,19,false,1,Farming/Seeds/Milling,Consumer Non-Durables,40088103,83,2,2,false,36,3,40639688,3,55292609,24,53,45,8
46,17,true,1,n/a,n/a,48309466,41,1,8,true,35,6,9568312,5,91303875,21,42,31,88
46,4,true,3,Other Consumer Services,Consumer Services,3670972,93,3,7,false,59,30,49393080,3,2035552,63,69,43,62
21,11,false,1,Biotechnology: Commercial Physical & Biological Resarch,Health Care,42587327,48,4,1,true,61,1,48979740,5,62754191,40,73,11,63
57,18,false,1,Industrial Machinery/Components,Capital Goods,25177541,28,2,2,false,23,24,9330639,4,61851382,7,89,33,80
41,15,true,1,Major Banks,Finance,37855020,13,1,5,true,57,29,92389136,4,29977323,19,74,36,86
19,19,false,2,Electrical Products,Technology,32876775,15,4,3,true,53,4,21414546,5,93371048,42,90,26,43
31,11,false,1,Professional Services,Technology,19985379,30,4,10,false,62,24,70979583,3,67928345,56,63,9,47
49,11,true,2,Major Banks,Finance,27437350,25,1,6,false,23,30,43772049,3,28376451,50,45,31,31
57,5,true,2,Real Estate,Finance,5902736,40,4,9,true,66,7,3877329,4,84902995,38,79,45,14
44,15,false,1,Oil & Gas Production,Public Utilities,11507661,68,1,3,false,17,25,58387984,5,82330326,89,91,40,68
67,6,true,2,Electric Utilities: Central,Energy,11826359,46,3,8,true,15,1,65520879,5,37724052,22,76,32,74
64,19,false,2,Containers/Packaging,Consumer Durables,32978830,40,4,4,false,42,34,26847828,3,21043263,12,69,12,64
31,12,false,3,Clothing/Shoe/Accessory Stores,Consumer Services,45036918,29,1,5,true,22,19,42275031,5,93288931,15,48,26,7
27,13,true,3,Banks,Finance,43274089,52,4,7,false,16,12,80159550,3,97804288,49,56,30,46
49,18,false,2,n/a,n/a,1829518,1,2,5,false,29,12,35316134,4,25167542,25,69,45,64
56,6,true,1,Savings Institutions,Finance,39211226,5,4,9,true,30,11,54817061,5,88304378,6,77,22,87
25,12,true,2,Catalog/Specialty Distribution,Consumer Services,26586917,92,1,5,true,51,6,60819051,4,31997877,16,71,15,87
34,15,true,1,n/a,n/a,25014539,16,3,1,true,68,30,88447763,4,86540288,89,84,28,28
67,20,false,1,Industrial Machinery/Components,Capital Goods,45417476,36,4,1,true,34,23,77902144,4,73778498,4,77,18,43
50,9,false,2,Major Pharmaceuticals,Health Care,13092550,49,3,0,false,52,9,51836183,3,33866834,69,56,11,30
48,14,true,3,Computer peripheral equipment,Technology,31982789,35,1,7,false,42,25,83468716,5,2464671,27,40,15,51
26,1,true,3,Industrial Machinery/Components,Capital Goods,43013066,86,3,1,true,41,18,49167730,5,73788769,51,88,45,43
36,0,true,3,Savings Institutions,Finance,22432984,57,3,4,true,8,28,46296235,3,63518144,67,36,26,72
24,2,false,3,Industrial Machinery/Components,Technology,11330872,95,3,10,false,35,11,34079654,4,64497009,44,90,44,39
23,1,true,2,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,23412583,22,1,0,false,67,15,57449666,5,28397092,26,82,25,56
21,17,true,3,Major Chemicals,Basic Industries,32884991,59,1,7,false,9,20,79656495,5,76183227,17,88,26,20
25,20,true,3,Real Estate,Consumer Services,26955039,59,1,6,false,57,13,87707266,3,41170102,33,88,17,73
46,18,false,3,Construction/Ag Equipment/Trucks,Capital Goods,28895946,65,1,7,false,44,12,53591389,3,44598794,27,32,5,17
26,3,true,2,Major Pharmaceuticals,Health Care,39043643,100,2,9,false,49,29,3228384,3,81040373,30,63,13,48
27,20,false,3,Marine Transportation,Transportation,49806284,4,4,6,true,50,31,11334422,5,34088661,77,96,32,56
19,13,false,3,Coal Mining,Energy,46915525,86,1,10,false,70,24,21312213,3,2985519,72,31,12,66
57,1,false,3,EDP Services,Technology,28356934,32,2,4,false,59,27,94880649,4,66164652,7,97,18,76
24,18,true,3,Business Services,Miscellaneous,5794264,59,1,1,true,50,31,6630907,4,38523366,34,83,25,18
28,11,true,1,Finance: Consumer Services,Finance,33962368,18,4,2,false,46,17,93541950,5,74381990,73,93,19,16
59,13,false,1,n/a,n/a,10256247,24,1,1,false,51,16,16665661,5,78638311,59,65,43,77
61,12,false,1,Electrical Products,Technology,44844886,43,1,6,false,7,5,65836603,5,44946325,35,95,15,14
23,3,true,3,Natural Gas Distribution,Energy,49808321,54,2,5,true,19,19,93805870,4,27065229,63,99,22,61
32,19,true,3,n/a,n/a,41333425,27,1,4,true,2,11,89596544,3,70353661,21,49,17,83
27,9,true,3,Investment Managers,Finance,45486408,78,3,4,false,67,10,94113804,3,32141561,35,78,12,49
31,6,true,3,Major Banks,Finance,9958324,59,4,10,false,43,17,13143122,5,69364703,26,58,41,8
42,4,true,1,Restaurants,Consumer Services,41268777,84,4,10,false,5,16,71425388,3,34219940,45,43,23,8
70,13,false,3,n/a,n/a,24824554,32,3,1,false,22,26,13508078,5,21028333,33,93,10,34
48,12,true,2,n/a,n/a,41050982,77,3,1,false,24,15,85334285,4,97199737,57,97,11,54
18,16,true,3,Real Estate Investment Trusts,Consumer Services,788033,5,1,10,true,27,19,93026917,4,1337451,89,78,42,90
41,7,false,3,n/a,n/a,8516753,38,1,5,false,10,3,66096806,5,66785543,82,53,10,88
49,14,false,3,n/a,n/a,8827917,47,1,0,false,29,13,83401462,3,22533706,86,47,34,77
20,9,false,2,n/a,n/a,11561677,37,1,2,true,33,28,28189222,4,7332090,80,65,37,85
23,12,false,1,Steel/Iron Ore,Basic Industries,39950598,20,4,2,true,26,22,85396029,4,12669368,58,93,38,20
34,5,true,1,Natural Gas Distribution,Public Utilities,20559449,85,1,4,true,68,9,35962222,3,38139810,15,34,7,27
57,3,true,3,Home Furnishings,Consumer Durables,11091621,43,3,8,true,52,13,45166673,5,42131569,49,61,38,51
50,13,false,2,n/a,n/a,3425165,75,1,2,false,31,3,56537777,5,5591955,32,55,30,37
38,15,false,1,Other Consumer Services,Consumer Services,31987171,96,2,10,true,47,10,8352821,5,17611322,8,33,13,44
72,5,true,1,Oil & Gas Production,Energy,10818038,72,1,3,true,23,29,31762578,4,84406228,61,78,26,64
68,0,false,1,n/a,n/a,32641392,14,4,3,true,32,6,29281388,4,4453809,64,61,18,36
22,3,false,3,n/a,n/a,36858957,86,4,2,true,24,13,45000438,3,53182489,32,78,23,15
59,11,true,3,Advertising,Technology,21558178,1,3,5,false,38,14,39890007,3,35276872,17,94,17,17
46,20,true,3,Restaurants,Consumer Services,6920202,65,2,2,true,64,8,50474563,5,89611915,92,82,20,52
64,9,false,1,Finance: Consumer Services,Finance,15785151,9,1,9,true,20,11,18163787,5,94001837,54,45,42,29
34,20,false,1,n/a,n/a,33479490,26,3,9,false,38,1,92924083,3,36081290,74,61,13,17
49,15,false,2,Other Consumer Services,Consumer Services,12755198,75,2,8,false,1,33,9004170,4,96507360,93,31,16,18
39,14,false,3,Trucking Freight/Courier Services,Transportation,20334016,11,3,7,false,66,12,34687093,5,74263241,14,32,35,8
39,20,true,1,Real Estate Investment Trusts,Consumer Services,1068843,59,1,3,false,58,1,82679579,3,35327013,61,95,40,14
63,16,false,2,Beverages (Production/Distribution),Consumer Non-Durables,20990694,94,3,1,true,20,30,91035097,4,27657811,11,60,24,18
62,6,false,2,n/a,n/a,18435428,44,4,10,true,8,32,16631745,5,39459138,86,60,42,45
20,15,true,2,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,35857272,35,2,10,false,16,13,68400665,5,82030496,79,70,22,95
24,20,true,3,n/a,n/a,5009212,44,1,8,false,66,8,18155052,4,41437486,15,47,17,52
33,10,true,3,Major Banks,Finance,31897246,25,4,3,false,64,13,46607638,4,93401464,92,32,19,25
25,20,false,3,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,34474962,2,1,2,true,4,35,18243043,5,96260591,27,64,12,6
67,11,true,3,"Computer Software: Programming, Data Processing",Technology,5321469,74,4,4,false,7,24,81968270,5,69974938,4,90,38,67
52,20,true,2,"Computer Software: Programming, Data Processing",Technology,678964,33,4,8,true,35,3,6154969,3,64099282,66,42,25,58
42,9,true,2,Property-Casualty Insurers,Finance,15336100,73,1,9,true,50,29,91958606,4,601858,14,53,28,10
72,8,false,2,Movies/Entertainment,Consumer Services,25426198,84,4,2,true,56,33,40698316,3,73804280,63,95,9,40
60,3,true,2,Military/Government/Technical,Consumer Services,14305636,32,2,3,true,37,1,48775393,5,58279955,89,74,14,24
36,13,false,2,Property-Casualty Insurers,Finance,14871865,43,2,2,false,12,5,82742044,3,45180329,68,67,44,16
60,3,true,3,Real Estate Investment Trusts,Consumer Services,9568634,30,1,9,false,14,4,10801335,4,66428402,75,43,34,58
53,19,false,3,n/a,n/a,19464599,51,2,1,false,39,18,24571166,4,15047881,62,44,5,44
20,15,false,2,Industrial Machinery/Components,Capital Goods,28671912,77,1,10,true,53,24,61324405,3,79520851,14,56,30,26
29,13,false,1,n/a,n/a,48949226,62,3,10,false,60,33,69661256,5,20419664,75,36,13,6
19,1,true,1,Electronic Components,Technology,4768745,40,4,4,false,70,14,1883213,4,79607290,31,96,44,87
40,3,true,2,n/a,n/a,25197515,62,2,6,true,46,25,49486620,3,75524108,38,40,11,76
25,13,true,3,Computer Software: Prepackaged Software,Technology,29280452,62,3,8,true,13,19,42158570,3,75729893,14,58,23,59
63,12,true,1,Department/Specialty Retail Stores,Consumer Services,34968489,28,4,8,false,8,35,70638903,4,10650133,48,88,21,76
34,12,true,1,Major Banks,Finance,44158388,5,1,7,true,34,25,5976647,5,69760247,58,49,37,18
32,4,false,2,Natural Gas Distribution,Public Utilities,41361852,25,2,4,true,53,27,18873636,5,23127006,3,82,23,12
37,9,true,1,Real Estate Investment Trusts,Consumer Services,34953638,71,4,1,false,49,17,33000235,3,3257732,20,100,22,95
39,14,false,3,Semiconductors,Technology,4034589,41,2,2,true,18,14,48100303,4,51522036,72,64,33,39
33,7,false,1,Clothing/Shoe/Accessory Stores,Consumer Services,41461661,66,2,1,true,46,1,38629179,4,92795141,93,57,19,85
38,13,false,1,n/a,n/a,5765471,63,3,7,true,46,28,17166093,4,63915050,57,39,11,95
33,5,false,3,n/a,n/a,9159429,72,2,3,true,32,19,12055373,3,44023750,68,46,20,47
33,15,false,1,Medical/Dental Instruments,Health Care,41105733,32,4,7,false,63,13,88743287,5,54002133,32,52,10,49
72,9,false,2,n/a,n/a,2574146,12,2,3,false,26,19,91295211,5,71733881,34,43,26,10
21,19,true,2,n/a,n/a,2470213,78,4,9,true,34,21,35098328,4,22366985,6,83,7,60
49,10,false,2,n/a,n/a,34283697,22,2,5,false,44,9,65913037,4,80748025,51,87,40,16
31,17,true,1,EDP Services,Technology,28283784,62,2,4,false,20,30,67452498,3,22459780,87,65,7,56
45,20,false,3,Life Insurance,Finance,19635600,35,3,8,true,24,14,26988554,5,81098829,88,31,17,27
48,6,false,2,Other Specialty Stores,Consumer Services,44928145,64,2,5,false,69,20,87997890,3,55169175,39,97,44,51
52,16,false,2,n/a,n/a,1232446,38,2,6,true,55,34,52849535,4,76910929,13,49,12,53
60,16,true,2,n/a,n/a,6839610,36,4,3,false,13,12,33852900,3,20170533,35,83,10,8
37,4,false,3,n/a,n/a,44302852,98,2,10,true,4,21,94726995,3,5463488,93,35,21,90
36,5,false,2,n/a,n/a,767497,85,3,1,true,15,22,7892876,3,10711058,26,80,34,44
55,4,true,3,Consumer Electronics/Video Chains,Consumer Services,6127165,51,4,5,true,35,19,30074758,4,35366574,87,61,15,59
26,16,false,1,Broadcasting,Consumer Services,7677499,52,2,8,true,56,19,18750362,4,73614447,16,71,10,15
39,5,false,1,Property-Casualty Insurers,Finance,32533587,7,4,3,false,30,16,37467524,3,93574266,58,33,12,28
31,2,true,3,Investment Bankers/Brokers/Service,Finance,16098334,82,1,0,true,17,23,59951569,3,23569937,75,91,21,17
28,16,true,2,n/a,n/a,5168856,46,4,1,true,18,8,46507827,3,69759288,95,66,40,59
46,7,false,3,n/a,n/a,16758659,51,3,7,true,11,24,24709767,3,30170018,59,49,29,54
35,8,false,3,Major Pharmaceuticals,Health Care,30424290,43,4,1,false,6,18,49935400,5,72580759,31,85,16,75
69,16,false,2,Electronics Distribution,Consumer Services,10717483,28,4,5,false,66,4,46406305,5,98236827,68,41,20,71
68,10,false,1,Oil Refining/Marketing,Energy,31959241,56,3,1,true,66,18,53236146,5,39980874,73,74,20,5
53,18,true,3,Agricultural Chemicals,Basic Industries,43838288,25,3,5,false,1,31,1571575,5,28320930,1,100,22,82
40,14,false,3,Major Pharmaceuticals,Health Care,32365524,85,3,6,false,35,25,98773727,3,66304263,59,38,40,52
35,9,true,1,n/a,n/a,10826102,100,2,7,false,4,35,63568991,4,94105536,95,73,39,89
39,8,true,1,Television Services,Consumer Services,23969371,97,2,10,false,67,10,7303290,3,97780022,32,57,36,92
22,8,true,3,EDP Services,Technology,33467768,1,2,5,true,50,30,20540399,4,23336159,4,50,19,79
73,20,true,2,Real Estate Investment Trusts,Consumer Services,17177461,55,3,0,false,58,8,55327681,3,39832461,83,73,8,89
38,14,false,3,Industrial Machinery/Components,Capital Goods,31493327,83,3,5,true,69,9,76764359,3,99642776,79,36,18,18
69,14,true,1,n/a,n/a,17652620,88,2,1,true,5,1,68382381,3,19906910,62,37,5,23
70,7,false,2,n/a,n/a,23218770,72,2,1,true,19,28,58032463,4,49154424,56,50,18,51
59,11,true,1,Property-Casualty Insurers,Finance,12072551,3,1,8,true,32,13,28695496,3,42260412,89,52,5,86
74,8,false,3,Major Banks,Finance,5545936,49,4,2,false,28,23,12772195,5,24151619,69,58,34,78
59,3,true,1,Electrical Products,Consumer Durables,38104249,47,3,10,true,64,5,9540752,5,13610106,70,64,21,42
18,14,false,2,Coal Mining,Energy,10636466,51,4,7,true,21,10,92251167,4,26489379,70,81,40,23
57,20,true,1,Marine Transportation,Transportation,19807800,10,2,8,true,3,19,19714525,4,56551741,26,87,11,70
32,13,true,2,Telecommunications Equipment,Consumer Durables,46644677,32,4,2,true,59,8,55934369,3,52376,58,53,22,32
65,9,true,3,Finance/Investors Services,Finance,49936352,97,3,3,true,63,3,90478679,4,26042758,56,32,31,56
34,11,true,3,Coal Mining,Energy,10292128,4,4,0,true,16,19,61207917,5,25743168,19,32,30,38
43,12,false,3,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,12449473,79,3,1,false,35,22,60958335,3,72793300,6,68,35,11
23,5,true,3,n/a,n/a,47459168,49,3,1,false,9,22,91521831,4,87534505,28,36,5,61
28,2,false,3,Electronic Components,Consumer Non-Durables,22178136,49,3,9,false,52,5,28910501,3,24597985,69,40,7,68
59,3,true,2,Medical Electronics,Health Care,19281004,15,4,4,true,5,22,3414043,4,68797709,68,34,27,30
75,16,false,2,Electric Utilities: Central,Public Utilities,13028112,89,3,10,true,63,14,80291992,5,60327650,80,35,19,80
20,12,true,1,Specialty Insurers,Finance,27876437,82,4,7,false,28,31,45384737,3,30970601,72,85,43,42
57,0,true,3,Industrial Machinery/Components,Technology,42602435,70,1,5,true,42,24,73584861,4,34050469,33,66,41,45
58,10,true,2,Electric Utilities: Central,Public Utilities,5303883,44,4,1,false,31,17,37625020,4,47172655,55,69,42,29
22,20,true,2,Environmental Services,Public Utilities,15799224,26,2,6,true,43,5,77399352,4,92344226,51,36,18,9
57,4,true,2,n/a,n/a,3301247,83,2,6,false,14,28,44565633,5,2683875,21,67,22,94
29,3,false,3,Accident &Health Insurance,Finance,24770831,28,3,4,false,53,23,74289972,3,1546838,43,61,8,74
45,3,false,2,n/a,n/a,21374761,27,3,10,true,14,11,68810701,5,95052359,67,95,12,15
40,20,false,2,Business Services,Finance,40957313,88,2,7,true,41,15,45008981,5,96250085,90,35,18,25
66,13,false,2,Major Banks,Finance,1691623,47,2,2,true,56,35,82123302,5,98582372,79,98,38,16
22,7,true,3,Savings Institutions,Finance,29993795,74,3,5,false,3,27,37305429,4,45595329,4,88,12,49
38,8,true,3,Major Banks,Finance,2484397,28,1,7,true,55,33,68029309,5,47011216,63,71,24,43
31,19,true,1,Metal Fabrications,Capital Goods,5621063,84,2,0,false,25,4,76751042,5,9880368,37,38,18,45
59,13,true,1,n/a,n/a,45917701,65,4,8,true,8,13,27972220,4,72358499,4,79,32,81
53,8,false,1,n/a,n/a,30658467,54,4,10,true,42,27,7595120,3,97793958,62,95,9,16
67,1,false,2,n/a,n/a,36350958,40,2,7,true,13,30,81837994,3,17375434,23,45,29,78
66,5,false,2,Professional Services,Consumer Services,14279787,62,2,2,true,70,17,31599078,5,27512579,80,95,35,18
44,9,false,1,Business Services,Miscellaneous,35352324,25,2,4,true,26,9,54237820,3,68411201,77,97,10,72
30,8,true,2,Major Pharmaceuticals,Health Care,48254983,1,1,4,false,60,8,11980812,3,89326638,42,75,5,87
72,10,false,2,Industrial Machinery/Components,Capital Goods,20651186,51,1,4,false,44,10,75893885,3,87339420,67,86,11,8
21,14,true,1,Telecommunications Equipment,Public Utilities,470510,92,4,2,false,42,6,32535018,5,8179366,12,92,34,80
55,0,false,3,n/a,n/a,9005045,30,1,8,false,46,1,17825635,4,65783230,50,67,21,85
34,8,false,1,Medical/Dental Instruments,Health Care,14013871,19,2,4,false,40,23,39891634,5,62156185,56,43,7,85
59,19,true,2,Major Pharmaceuticals,Health Care,29406302,53,2,4,false,62,24,41168962,3,81535335,50,30,29,91
46,2,false,1,Major Chemicals,Basic Industries,16833806,37,2,8,true,4,9,98230946,5,74051562,60,71,7,42
75,9,false,3,Medical Specialities,Health Care,48916903,83,3,6,false,12,14,14934829,4,48093635,38,44,22,35
63,18,false,1,Newspapers/Magazines,Consumer Services,32342584,89,1,6,false,39,18,96662887,4,53559443,37,37,31,35
24,14,false,3,n/a,n/a,33992963,61,1,9,false,57,28,1912303,3,65229111,38,99,19,59
44,0,false,1,Home Furnishings,Consumer Durables,44967348,5,3,0,true,59,19,52713288,4,95878304,19,50,41,75
65,16,true,1,Computer Software: Prepackaged Software,Technology,302353,4,3,10,true,36,8,53169661,5,74477284,5,70,9,74
30,19,true,2,n/a,n/a,25708255,54,2,9,true,65,24,80257025,3,35697776,89,44,35,50
19,20,false,3,Radio And Television Broadcasting And Communications Equipment,Technology,39427665,14,3,3,true,53,19,92124877,4,54018577,17,95,36,78
35,13,false,2,Restaurants,Consumer Services,15351213,49,2,5,true,18,6,10554142,3,43336331,38,56,14,20
45,10,true,1,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,33172109,21,1,5,false,6,23,85853512,5,72918312,7,42,23,76
45,7,false,3,Major Pharmaceuticals,Health Care,32100311,41,3,2,true,62,19,30066413,4,88462163,2,96,8,62
48,16,true,3,n/a,n/a,11890598,18,3,8,false,28,17,38993664,5,62748065,46,47,27,29
29,16,true,2,Electrical Products,Consumer Durables,35042832,81,2,1,true,58,26,55615241,3,5874610,7,66,28,24
18,7,true,1,Semiconductors,Technology,16422881,24,4,0,false,59,3,33531850,4,82297128,77,44,32,35
30,9,true,2,Computer Software: Prepackaged Software,Technology,10143716,7,3,9,false,47,33,81908536,5,65643440,68,98,21,44
65,17,true,2,Real Estate Investment Trusts,Consumer Services,13567889,74,2,10,false,60,21,46710853,4,4327991,62,53,18,33
66,12,false,2,Business Services,Miscellaneous,15834173,18,4,5,true,60,26,43174480,3,94794028,44,41,6,83
19,14,false,2,Business Services,Miscellaneous,2258961,35,3,3,false,41,13,38789942,5,306187,38,33,18,67
48,9,false,1,Major Banks,Finance,35023111,36,3,1,true,69,11,84406156,3,29636562,12,50,29,41
59,14,false,3,n/a,n/a,31966496,42,4,5,true,38,21,16185695,4,29165846,22,86,29,39
40,16,false,1,n/a,n/a,43236342,1,4,7,false,29,7,45599110,4,61357033,83,51,9,90
26,18,false,3,Major Banks,Finance,24871250,74,3,6,true,63,26,40762572,4,603911,55,61,21,13
70,16,false,1,Commercial Banks,Finance,18396480,89,2,8,false,66,27,32939657,3,75979389,59,60,33,71
45,3,true,1,Other Specialty Stores,Consumer Services,48583922,45,2,6,false,5,20,8686298,4,43522173,85,80,29,25
46,15,true,1,Automotive Aftermarket,Consumer Durables,19283493,69,4,10,false,54,20,48873230,5,418713,67,91,36,66
55,2,true,3,Other Consumer Services,Consumer Services,2594541,4,3,1,false,36,27,16993370,3,47056239,21,81,43,13
38,15,false,1,Homebuilding,Capital Goods,9459674,77,4,6,true,63,33,24178518,4,53449876,39,50,10,79
22,14,false,3,Real Estate,Finance,22225642,59,4,9,true,51,16,65524329,3,24238811,74,98,22,10
42,12,true,3,Metal Fabrications,Capital Goods,20715764,72,4,8,true,11,29,25529018,5,71206197,37,43,28,56
61,9,true,1,Catalog/Specialty Distribution,Consumer Services,21694148,21,1,0,true,28,35,19475317,5,10587563,82,99,45,81
18,14,false,1,Paper,Basic Industries,28342548,37,1,5,false,18,12,15913013,4,24435461,87,33,9,11
38,4,true,1,Major Pharmaceuticals,Health Care,14487860,92,3,1,false,29,11,1301566,5,82150457,29,92,21,77
42,19,true,2,Shoe Manufacturing,Consumer Non-Durables,19094148,13,3,9,false,69,2,44508262,4,65467063,82,55,22,74
70,20,false,1,Major Pharmaceuticals,Health Care,31144590,94,3,0,true,68,7,99637062,3,28688339,26,93,21,69
66,11,true,3,Business Services,Miscellaneous,3408134,49,2,2,true,55,11,83251410,3,51939305,87,57,42,30
65,11,false,3,Television Services,Consumer Services,19589269,8,1,3,false,24,21,55561504,3,41043091,57,35,20,45
52,12,true,3,Marine Transportation,Transportation,17794543,14,4,8,true,12,5,10826653,5,85440698,60,87,11,88
72,0,false,2,Major Banks,Finance,30282246,92,3,2,false,30,20,76280985,5,98857284,1,89,41,89
21,11,true,2,Finance: Consumer Services,Finance,49992360,88,4,0,false,22,30,51940226,3,69867493,16,71,29,93
53,12,true,1,n/a,n/a,27993775,85,3,9,false,1,29,34837686,5,6827542,34,30,8,37
35,6,true,3,Major Pharmaceuticals,Health Care,38880716,28,2,5,true,19,24,45109988,4,10617837,42,77,13,74
37,10,true,3,Major Banks,Finance,41032328,51,2,6,false,27,28,50259981,4,67675484,38,75,20,32
19,9,false,1,Rental/Leasing Companies,Consumer Services,44175322,92,4,3,false,1,2,76747316,5,39339930,10,76,16,60
20,15,false,3,Industrial Machinery/Components,Capital Goods,301104,29,4,1,true,36,3,60030955,5,60825901,47,38,9,46
44,14,false,1,Clothing/Shoe/Accessory Stores,Consumer Services,22414627,1,3,2,true,28,18,63713537,5,37488693,32,94,36,19
26,20,false,2,Major Banks,Finance,27980110,37,1,7,true,31,29,79945473,4,18262681,73,73,27,94
23,16,true,2,Major Banks,Finance,41906139,24,3,8,false,22,28,63287793,3,43440823,48,44,19,70
52,20,true,2,n/a,n/a,8238097,69,1,3,true,70,35,11584540,5,91816173,71,37,41,79
34,4,false,3,Motor Vehicles,Consumer Services,47480155,82,4,4,true,64,33,15918507,5,11094941,80,74,8,72
32,14,true,1,Medical/Dental Instruments,Health Care,5205922,96,1,0,true,27,12,20874709,5,47358091,93,32,34,72
